iter	Passed	Remaining
1664	75288	15148
1665	75318	15099
1666	75347	15051
1667	75383	15004
1668	75414	14956
1669	75452	14909
1670	75493	14863
1671	75532	14817
1672	75578	14772
1673	75624	14727
1674	75674	14683
1675	75714	14636
1676	75745	14588
1677	75782	14542
1678	75817	14495
1679	75857	14449
1680	75894	14402
1681	75928	14355
1682	75965	14308
1683	76000	14261
1684	76033	14214
1685	76072	14167
1686	76110	14121
1687	76150	14075
1688	76191	14029
1689	76233	13983
1690	76311	13944
1691	76350	13898
1692	76390	13852
1693	76430	13806
1694	76479	13761
1695	76512	13714
1696	76545	13667
1697	76576	13619
1698	76609	13572
1699	76647	13526
1700	76679	13478
1701	76712	13431
1702	76745	13384
1703	76776	13336
1704	76812	13290
1705	76853	13244
1706	76900	13199
1707	76983	13161
1708	77074	13123
1709	77151	13084
1710	77213	13041
1711	77284	13001
1712	77358	12960
1713	77430	12920
1714	77502	12879
1715	77587	12840
1716	77678	12803
1717	77767	12765
1718	77836	12723
1719	77876	12677
1720	77914	12631
1721	77949	12584
1722	78033	12545
1723	78137	12509
1724	78193	12465
1725	78246	12421
1726	78292	12376
1727	78354	12333
1728	78409	12289
1729	78463	12245
1730	78521	12202
1731	78570	12157
1732	78622	12113
1733	78672	12068
1734	78719	12023
1735	78767	11978
1736	78811	11932
1737	78850	11886
1738	78888	11840
1739	78923	11793
1740	78963	11746
1741	79009	11701
1742	79044	11654
1743	79078	11607
1744	79118	11561
1745	79158	11515
1746	79193	11468
1747	79231	11422
1748	79264	11375
1749	79300	11328
1750	79335	11281
1751	79365	11234
1752	79395	11186
1753	79435	11140
1754	79469	11094
1755	79501	11046
1756	79535	11000
1757	79568	10953
1758	79614	10908
1759	79650	10861
1760	79710	10818
1761	79743	10771
1762	79774	10724
1763	79812	10677
1764	79854	10632
1765	79890	10585
1766	79924	10539
1767	79958	10492
1768	80002	10446
1769	80038	10400
1770	80070	10353
1771	80100	10306
1772	80133	10259
1773	80170	10213
1774	80206	10166
1775	80244	10120
1776	80278	10074
1777	80318	10028
1778	80360	9983
1779	80412	9938
1780	80452	9892
1781	80484	9846
1782	80516	9799
1783	80548	9752
1784	80583	9706
1785	80614	9659
1786	80649	9612
1787	80683	9566
1788	80717	9520
1789	80751	9473
1790	80795	9428
1791	80830	9382
1792	80869	9336
1793	80900	9289
1794	80931	9242
1795	80967	9196
1796	81000	9150
1797	81030	9103
1798	81066	9057
1799	81096	9010
1800	81128	8964
1801	81174	8919
1802	81206	8872
1803	81235	8825
1804	81267	8779
1805	81299	8733
1806	81328	8686
1807	81366	8640
1808	81399	8594
1809	81432	8548
1810	81466	8502
1811	81499	8455
1812	81530	8409
1813	81571	8364
1814	81601	8317
1815	81634	8271
1816	81669	8225
1817	81700	8179
1818	81735	8133
1819	81785	8088
1820	81825	8043
1821	81866	7997
1822	81898	7951
1823	81930	7905
1824	81975	7860
1825	82011	7814
1826	82043	7768
1827	82080	7723
1828	82114	7677
1829	82148	7631
1830	82207	7587
1831	82238	7541
1832	82277	7496
1833	82315	7450
1834	82378	7407
1835	82411	7361
1836	82442	7315
1837	82476	7269
1838	82516	7224
1839	82557	7178
1840	82589	7132
1841	82623	7087
1842	82656	7041
1843	82686	6995
1844	82723	6949
1845	82764	6904
1846	82796	6858
1847	82833	6813
1848	82869	6767
1849	82907	6722
1850	82948	6677
1851	82982	6631
1852	83015	6585
1853	83047	6539
1854	83082	6494
1855	83116	6448
1856	83157	6403
1857	83192	6358
1858	83225	6312
1859	83263	6267
1860	83294	6221
1861	83326	6175
1862	83370	6130
1863	83406	6085
1864	83438	6039
1865	83473	5994
1866	83530	5950
1867	83564	5904
1868	83598	5859
1869	83632	5814
1870	83668	5768
1871	83700	5723
1872	83739	5678
1873	83786	5633
1874	83819	5587
1875	83856	5542
1876	83890	5497
1877	83921	5451
1878	83953	5406
1879	83996	5361
1880	84027	5315
1881	84061	5270
1882	84096	5225
1883	84130	5179
1884	84165	5134
1885	84208	5090
1886	84243	5044
1887	84283	4999
1888	84319	4954
1889	84353	4909
1890	84398	4864
1891	84430	4819
1892	84460	4774
1893	84492	4728
1894	84524	4683
1895	84560	4638
1896	84593	4593
1897	84624	4547
1898	84654	4502
1899	84689	4457
1900	84718	4411
1901	84752	4366
1902	84788	4321
1903	84818	4276
1904	84850	4231
1905	84893	4186
1906	84933	4142
1907	84964	4096
1908	84996	4051
1909	85026	4006
1910	85057	3961
1911	85089	3916
1912	85126	3871
1913	85159	3826
1914	85190	3781
1915	85230	3736
1916	85275	3692
1917	85322	3647
1918	85363	3603
1919	85401	3558
1920	85443	3513
1921	85487	3469
1922	85540	3425
1923	85581	3380
1924	85623	3335
1925	85664	3291
1926	85711	3246
1927	85752	3202
1928	85793	3157
1929	85831	3113
1930	85870	3068
1931	85912	3023
1932	85958	2979
1933	85995	2934
1934	86039	2890
1935	86086	2845
1936	86126	2801
1937	86172	2756
1938	86211	2712
1939	86247	2667
1940	86291	2622
1941	86327	2578
1942	86371	2533
1943	86407	2489
1944	86444	2444
1945	86483	2399
1946	86520	2355
1947	86608	2311
1948	86662	2267
1949	86705	2223
1950	86739	2178
1951	86782	2133
1952	86814	2089
1953	86845	2044
1954	86877	1999
1955	86910	1955
1956	86944	1910
1957	86980	1865
1958	87020	1821
1959	87072	1776
1960	87111	1732
1961	87151	1687
1962	87191	1643
1963	87234	1599
1964	87283	1554
1965	87326	1510
1966	87371	1465
1967	87414	1421
1968	87455	1376
1969	87496	1332
1970	87539	1288
1971	87586	1243
1972	87628	1199
1973	87666	1154
1974	87705	1110
1975	87746	1065
1976	87791	1021
1977	87830	976
1978	87869	932
1979	87909	887
1980	87949	843
1981	87992	799
1982	88037	754
1983	88080	710
1984	88117	665
1985	88155	621
1986	88206	577
1987	88239	532
1988	88278	488
1989	88311	443
1990	88350	399
1991	88402	355
1992	88441	310
1993	88483	266
1994	88525	221
1995	88568	177
1996	88600	133
1997	88633	88
1998	88673	44
1999	88721	0
